Period,Minutes,Seconds,playerId,playerName,typeId,outcome,x,y,xGOT,xG,Game,Date,Team,Type,Opposition,Season,Competition,Player
Second Half,65,57,4swmcfn5c81m1a5flpdxhz3d,H. Domingo,13,1,88.4,40.9,0.0,0.3315326869487762,Golden Arrows vs Cape Town City FC - 3:2,2024-12-01,Cape Town City FC,Miss,Golden Arrows,2024/25,Premier Soccer League,Haashim Domingo
Second Half,69,59,6nlpo9il6dlytd0bukiy7kbh0,H. Sereets,15,1,72.1,46.4,0.010889932513237,0.0154998498037457,Golden Arrows vs Cape Town City FC - 3:2,2024-12-01,Cape Town City FC,Saved,Golden Arrows,2024/25,Premier Soccer League,Heaven Sereets
Second Half,73,22,c0vzlp307ype7k7dd66vdjn4l,G. Shitolo,15,1,91.3,51.8,0.0,0.0868562087416648,Golden Arrows vs Cape Town City FC - 3:2,2024-12-01,Golden Arrows,Saved,Cape Town City FC,2024/25,Premier Soccer League,Gladwin Shitolo
Second Half,73,24,bpsmj7mk0aeowf32jm35m16qy,N. Dlamini,16,1,96.7,46.2,0.7800006866455078,0.2359149008989334,Golden Arrows vs Cape Town City FC - 3:2,2024-12-01,Golden Arrows,Goal,Cape Town City FC,2024/25,Premier Soccer League,Nqobeko Dlamini
Second Half,80,34,20fpksf5ea9og68fppq7s3nmy,B. Mchunu,15,1,87.4,71.1,0.0,0.0202717538923025,Golden Arrows vs Cape Town City FC - 3:2,2024-12-01,Golden Arrows,Saved,Cape Town City FC,2024/25,Premier Soccer League,Blessing Mchunu
Second Half,82,40,77zsmhko9njb4omwzn29sg6qc,P. Tjiueza,15,1,87.9,55.8,0.1447365432977676,0.0379227809607982,Golden Arrows vs Cape Town City FC - 3:2,2024-12-01,Cape Town City FC,Saved,Golden Arrows,2024/25,Premier Soccer League,Prins Tjiueza
Second Half,84,35,bpsmj7mk0aeowf32jm35m16qy,N. Dlamini,13,1,87.6,51.8,0.0,0.0443408042192459,Golden Arrows vs Cape Town City FC - 3:2,2024-12-01,Golden Arrows,Miss,Cape Town City FC,2024/25,Premier Soccer League,Nqobeko Dlamini
Second Half,91,21,bpsmj7mk0aeowf32jm35m16qy,N. Dlamini,13,1,40.9,69.7,0.0,0.0342666842043399,Golden Arrows vs Cape Town City FC - 3:2,2024-12-01,Golden Arrows,Miss,Cape Town City FC,2024/25,Premier Soccer League,Nqobeko Dlamini
First Half,1,13,5c0zjnmge4op6foqus0law2ga,T. Monyane,13,1,91.1,29.9,0.0,0.0582066997885704,Orlando Pirates vs Stellenbosch FC - 0:1,2024-12-01,Orlando Pirates,Miss,Stellenbosch FC,2024/25,Premier Soccer League,Thabiso Monyane
First Half,4,32,8a3wpfqogegargr5owpmxwj8q,E. Makgopa,13,1,80.7,61.1,0.0,0.0397735275328159,Orlando Pirates vs Stellenbosch FC - 0:1,2024-12-01,Orlando Pirates,Miss,Stellenbosch FC,2024/25,Premier Soccer League,Evidence Makgopa
First Half,6,25,2yy92k3mijydne7x62l14x5ka,T. Mbatha,15,1,72.9,25.2,0.0,0.0109316548332571,Orlando Pirates vs Stellenbosch FC - 0:1,2024-12-01,Orlando Pirates,Saved,Stellenbosch FC,2024/25,Premier Soccer League,Thalente Mbatha
First Half,12,26,2szda1seiub202sg1u14pfcic,C. Butsaka,15,1,78.7,55.3,0.0,0.0311558116227388,Orlando Pirates vs Stellenbosch FC - 0:1,2024-12-01,Stellenbosch FC,Saved,Orlando Pirates,2024/25,Premier Soccer League,Chumani Butsaka
First Half,20,41,2yy92k3mijydne7x62l14x5ka,T. Mbatha,15,1,75.2,68.9,0.0929140150547027,0.0120550794526934,Orlando Pirates vs Stellenbosch FC - 0:1,2024-12-01,Orlando Pirates,Saved,Stellenbosch FC,2024/25,Premier Soccer League,Thalente Mbatha
First Half,27,24,cvj94urofvi1bsumwo717h9n8,R. Mofokeng,13,1,77.1,60.2,0.0,0.0463026911020278,Orlando Pirates vs Stellenbosch FC - 0:1,2024-12-01,Orlando Pirates,Miss,Stellenbosch FC,2024/25,Premier Soccer League,Relebohile Mofokeng
First Half,28,27,e3v4a1xs1devn6egljh9ja6fo,M. Nkota,13,1,79.0,28.9,0.0,0.0193553287535905,Orlando Pirates vs Stellenbosch FC - 0:1,2024-12-01,Orlando Pirates,Miss,Stellenbosch FC,2024/25,Premier Soccer League,Mohau Nkota
First Half,31,24,e3v4a1xs1devn6egljh9ja6fo,M. Nkota,15,1,88.7,36.2,0.1138005256652832,0.1041843891143798,Orlando Pirates vs Stellenbosch FC - 0:1,2024-12-01,Orlando Pirates,Saved,Stellenbosch FC,2024/25,Premier Soccer League,Mohau Nkota
First Half,32,16,7m8dt8qv31kjogwqn7au3h9n8,D. Titus,16,1,89.1,62.5,0.4774402379989624,0.4302251935005188,Orlando Pirates vs Stellenbosch FC - 0:1,2024-12-01,Stellenbosch FC,Goal,Orlando Pirates,2024/25,Premier Soccer League,Devin Titus
First Half,37,25,5c0zjnmge4op6foqus0law2ga,T. Monyane,15,1,75.7,27.6,0.0,0.0250747688114643,Orlando Pirates vs Stellenbosch FC - 0:1,2024-12-01,Orlando Pirates,Saved,Stellenbosch FC,2024/25,Premier Soccer League,Thabiso Monyane
First Half,39,28,7m8dt8qv31kjogwqn7au3h9n8,D. Titus,15,1,78.2,38.3,0.0,0.0258869994431734,Orlando Pirates vs Stellenbosch FC - 0:1,2024-12-01,Stellenbosch FC,Saved,Orlando Pirates,2024/25,Premier Soccer League,Devin Titus
First Half,42,4,cvj94urofvi1bsumwo717h9n8,R. Mofokeng,15,1,76.8,69.0,0.0447785668075084,0.0178558360785245,Orlando Pirates vs Stellenbosch FC - 0:1,2024-12-01,Orlando Pirates,Saved,Stellenbosch FC,2024/25,Premier Soccer League,Relebohile Mofokeng
First Half,46,47,2umrab24uo26mbqpl6qzg9s2y,P. Maswanganyi,13,1,78.1,26.4,0.0,0.0164166633039712,Orlando Pirates vs Stellenbosch FC - 0:1,2024-12-01,Orlando Pirates,Miss,Stellenbosch FC,2024/25,Premier Soccer League,Patrick Maswanganyi
First Half,52,19,2umrab24uo26mbqpl6qzg9s2y,P. Maswanganyi,13,1,89.5,54.2,0.0,0.1929054111242294,Orlando Pirates vs Stellenbosch FC - 0:1,2024-12-01,Orlando Pirates,Miss,Stellenbosch FC,2024/25,Premier Soccer League,Patrick Maswanganyi
Second Half,50,27,2szda1seiub202sg1u14pfcic,C. Butsaka,15,1,73.1,40.1,0.0886652767658233,0.0396989844739437,Orlando Pirates vs Stellenbosch FC - 0:1,2024-12-01,Stellenbosch FC,Saved,Orlando Pirates,2024/25,Premier Soccer League,Chumani Butsaka
Second Half,62,21,2yy92k3mijydne7x62l14x5ka,T. Mbatha,13,1,74.7,32.7,0.0,0.011164978146553,Orlando Pirates vs Stellenbosch FC - 0:1,2024-12-01,Orlando Pirates,Miss,Stellenbosch FC,2024/25,Premier Soccer League,Thalente Mbatha
Second Half,64,34,eybf2im7tlrhm0cyomw7hp4yy,K. Dlamini,14,1,77.5,54.6,0.0,0.0382884591817855,Orlando Pirates vs Stellenbosch FC - 0:1,2024-12-01,Orlando Pirates,Post,Stellenbosch FC,2024/25,Premier Soccer League,Kabelo Dlamini
Second Half,77,59,2jpwrsypy5q7c6wh0g8q8roid,A. de Jong,13,1,90.8,49.0,0.0,0.1289922446012497,Orlando Pirates vs Stellenbosch FC - 0:1,2024-12-01,Stellenbosch FC,Miss,Orlando Pirates,2024/25,Premier Soccer League,Andre de Jong
Second Half,83,15,a9lalorl33ibbgidqxn09n8ph,D. Hotto,15,1,72.8,51.0,0.0,0.0291,Orlando Pirates vs Stellenbosch FC - 0:1,2024-12-01,Orlando Pirates,Saved,Stellenbosch FC,2024/25,Premier Soccer League,Deon Hotto
Second Half,86,48,4zn38nayzmo99jmw9s3ezvr4k,K. Lekoloane,15,1,93.7,29.3,0.209239974617958,0.0201579127460718,Orlando Pirates vs Stellenbosch FC - 0:1,2024-12-01,Stellenbosch FC,Saved,Orlando Pirates,2024/25,Premier Soccer League,Khomotjo Lekoloane
Second Half,89,1,82zv0xzndart8qr7ovdz4lc6h,N. Sibisi,15,1,92.6,47.7,0.1010897234082222,0.1306176334619522,Orlando Pirates vs Stellenbosch FC - 0:1,2024-12-01,Orlando Pirates,Saved,Stellenbosch FC,2024/25,Premier Soccer League,Nkosinathi Sibisi
Second Half,91,19,4zn38nayzmo99jmw9s3ezvr4k,K. Lekoloane,15,1,78.8,38.3,0.0,0.0392698049545288,Orlando Pirates vs Stellenbosch FC - 0:1,2024-12-01,Stellenbosch FC,Saved,Orlando Pirates,2024/25,Premier Soccer League,Khomotjo Lekoloane
Second Half,91,24,civm1wmntipe7ocdzk718hses,L. Phili,13,1,87.0,63.9,0.0,0.0412027612328529,Orlando Pirates vs Stellenbosch FC - 0:1,2024-12-01,Stellenbosch FC,Miss,Orlando Pirates,2024/25,Premier Soccer League,Langelihle Phili
Second Half,92,59,cvvph0d3o6tld421xokabl2ei,K. Kimvuidi,15,1,95.2,58.8,0.0,0.0669805258512497,Orlando Pirates vs Stellenbosch FC - 0:1,2024-12-01,Orlando Pirates,Saved,Stellenbosch FC,2024/25,Premier Soccer League,Karim Kimvuidi
Second Half,95,23,cvj94urofvi1bsumwo717h9n8,R. Mofokeng,13,1,87.2,76.7,0.0,0.0234624333679676,Orlando Pirates vs Stellenbosch FC - 0:1,2024-12-01,Orlando Pirates,Miss,Stellenbosch FC,2024/25,Premier Soccer League,Relebohile Mofokeng
First Half,7,39,38tfl8yz4672r3gtski9bmled,D. Zajmović,13,1,92.6,45.5,0.0,0.1035094037652015,Polokwane City vs TS Galaxy - 1:1,2024-12-01,TS Galaxy,Miss,Polokwane City,2024/25,Premier Soccer League,Dženan Zajmović
First Half,12,50,en5ggaxj18vsa2oitfdoovnu2,N. Maphangule,15,1,82.4,27.4,0.0095339249819517,0.0250749159604311,Polokwane City vs TS Galaxy - 1:1,2024-12-01,Polokwane City,Saved,TS Galaxy,2024/25,Premier Soccer League,Ndamulelo Maphangule
First Half,12,53,bgus835fleaiz07n3m8icaiy2,O. Appollis,15,1,81.1,64.3,0.0,0.0751619189977645,Polokwane City vs TS Galaxy - 1:1,2024-12-01,Polokwane City,Saved,TS Galaxy,2024/25,Premier Soccer League,Oswin Appollis
First Half,22,8,c38nw942u1sycwpxtfbrw8h5h,V. Letsoalo,13,1,91.1,51.9,0.0,0.0728464424610138,Polokwane City vs TS Galaxy - 1:1,2024-12-01,TS Galaxy,Miss,Polokwane City,2024/25,Premier Soccer League,Victor Letsoalo
First Half,34,11,1zjbfgprxq1lc53vztk125v1m,S. Mahlangu,15,1,85.8,63.6,0.1006067171692848,0.1062149107456207,Polokwane City vs TS Galaxy - 1:1,2024-12-01,TS Galaxy,Saved,Polokwane City,2024/25,Premier Soccer League,Sphiwe Mahlangu
First Half,36,47,94p2i27lhoff9ou052cevuvah,M. Mbunjana,15,1,70.6,66.7,0.1655688434839248,0.0267761647701263,Polokwane City vs TS Galaxy - 1:1,2024-12-01,TS Galaxy,Saved,Polokwane City,2024/25,Premier Soccer League,Mlungisi Mbunjana
First Half,37,24,100gtoc2x0ica9p01rv3srmxh,M. Munyai,13,1,73.2,71.1,0.0,0.0180094875395298,Polokwane City vs TS Galaxy - 1:1,2024-12-01,TS Galaxy,Miss,Polokwane City,2024/25,Premier Soccer League,Marks Munyai
First Half,39,5,a3ybfxw1tpryr9mwnr794eh3o,H. Chauke,13,1,74.5,36.1,0.0,0.0145981954410672,Polokwane City vs TS Galaxy - 1:1,2024-12-01,Polokwane City,Miss,TS Galaxy,2024/25,Premier Soccer League,Hlayisi Chauke
First Half,45,55,1zjbfgprxq1lc53vztk125v1m,S. Mahlangu,15,1,94.6,57.5,0.2694836556911468,0.2878501117229461,Polokwane City vs TS Galaxy - 1:1,2024-12-01,TS Galaxy,Saved,Polokwane City,2024/25,Premier Soccer League,Sphiwe Mahlangu
First Half,45,56,38tfl8yz4672r3gtski9bmled,D. Zajmović,16,1,92.9,51.2,0.9757966995239258,0.6192026734352112,Polokwane City vs TS Galaxy - 1:1,2024-12-01,TS Galaxy,Goal,Polokwane City,2024/25,Premier Soccer League,Dženan Zajmović
Second Half,52,37,8mfo3l4x8h88cei4738napzis,K. Ndamane,13,1,91.4,40.3,0.0,0.0225511770695447,Polokwane City vs TS Galaxy - 1:1,2024-12-01,TS Galaxy,Miss,Polokwane City,2024/25,Premier Soccer League,Kulumani Ndamane
Second Half,54,49,1zjbfgprxq1lc53vztk125v1m,S. Mahlangu,13,1,89.6,53.2,0.0,0.097303993999958,Polokwane City vs TS Galaxy - 1:1,2024-12-01,TS Galaxy,Miss,Polokwane City,2024/25,Premier Soccer League,Sphiwe Mahlangu
Second Half,57,24,bgus835fleaiz07n3m8icaiy2,O. Appollis,13,1,88.1,24.2,0.0,0.0201841350644826,Polokwane City vs TS Galaxy - 1:1,2024-12-01,Polokwane City,Miss,TS Galaxy,2024/25,Premier Soccer League,Oswin Appollis
Second Half,59,29,d93mzykcbkt3ts9yqoyjsp3is,S. Tshabalala,13,1,86.9,54.3,0.0,0.0125319678336381,Polokwane City vs TS Galaxy - 1:1,2024-12-01,Polokwane City,Miss,TS Galaxy,2024/25,Premier Soccer League,Sibusiso Tshabalala
Second Half,61,35,8mfo3l4x8h88cei4738napzis,K. Ndamane,15,1,70.1,50.9,0.0,0.0099934730678796,Polokwane City vs TS Galaxy - 1:1,2024-12-01,TS Galaxy,Saved,Polokwane City,2024/25,Premier Soccer League,Kulumani Ndamane
Second Half,62,19,bgus835fleaiz07n3m8icaiy2,O. Appollis,15,1,82.2,41.1,0.0,0.0437848083674907,Polokwane City vs TS Galaxy - 1:1,2024-12-01,Polokwane City,Saved,TS Galaxy,2024/25,Premier Soccer League,Oswin Appollis
Second Half,62,25,1ua4mic5iq21pq5vdf58mqi8l,P. Marema,13,1,81.6,67.1,0.0,0.0511926151812076,Polokwane City vs TS Galaxy - 1:1,2024-12-01,Polokwane City,Miss,TS Galaxy,2024/25,Premier Soccer League,Puleng Marema
Second Half,64,19,c38nw942u1sycwpxtfbrw8h5h,V. Letsoalo,15,1,80.6,38.3,0.0,0.0381481871008873,Polokwane City vs TS Galaxy - 1:1,2024-12-01,TS Galaxy,Saved,Polokwane City,2024/25,Premier Soccer League,Victor Letsoalo
Second Half,69,53,c38nw942u1sycwpxtfbrw8h5h,V. Letsoalo,13,1,91.7,54.8,0.0,0.1592565029859542,Polokwane City vs TS Galaxy - 1:1,2024-12-01,TS Galaxy,Miss,Polokwane City,2024/25,Premier Soccer League,Victor Letsoalo
Second Half,75,26,d93mzykcbkt3ts9yqoyjsp3is,S. Tshabalala,13,1,87.6,49.0,0.0,0.0165224112570285,Polokwane City vs TS Galaxy - 1:1,2024-12-01,Polokwane City,Miss,TS Galaxy,2024/25,Premier Soccer League,Sibusiso Tshabalala
Second Half,81,34,bgus835fleaiz07n3m8icaiy2,O. Appollis,13,1,73.7,72.3,0.0,0.0166369639337062,Polokwane City vs TS Galaxy - 1:1,2024-12-01,Polokwane City,Miss,TS Galaxy,2024/25,Premier Soccer League,Oswin Appollis
Second Half,83,35,d93mzykcbkt3ts9yqoyjsp3is,S. Tshabalala,16,1,90.5,49.3,0.508467435836792,0.0631524696946144,Polokwane City vs TS Galaxy - 1:1,2024-12-01,Polokwane City,Goal,TS Galaxy,2024/25,Premier Soccer League,Sibusiso Tshabalala
Second Half,87,33,d93mzykcbkt3ts9yqoyjsp3is,S. Tshabalala,13,1,90.8,44.2,0.0,0.0371415428817272,Polokwane City vs TS Galaxy - 1:1,2024-12-01,Polokwane City,Miss,TS Galaxy,2024/25,Premier Soccer League,Sibusiso Tshabalala
Second Half,88,16,c38nw942u1sycwpxtfbrw8h5h,V. Letsoalo,13,1,93.9,59.3,0.0,0.127619981765747,Polokwane City vs TS Galaxy - 1:1,2024-12-01,TS Galaxy,Miss,Polokwane City,2024/25,Premier Soccer League,Victor Letsoalo
Second Half,89,42,1ua4mic5iq21pq5vdf58mqi8l,P. Marema,13,1,74.4,72.1,0.0,0.0141152516007423,Polokwane City vs TS Galaxy - 1:1,2024-12-01,Polokwane City,Miss,TS Galaxy,2024/25,Premier Soccer League,Puleng Marema
Second Half,93,45,6ycinv8k04fjrxginqzxjz84,T. Matuludi,15,1,85.2,49.3,0.0103045888245105,0.0112982103601098,Polokwane City vs TS Galaxy - 1:1,2024-12-01,Polokwane City,Saved,TS Galaxy,2024/25,Premier Soccer League,Tholo Matuludi
Second Half,94,8,6ycinv8k04fjrxginqzxjz84,T. Matuludi,13,1,88.1,40.1,0.0,0.0213347766548395,Polokwane City vs TS Galaxy - 1:1,2024-12-01,Polokwane City,Miss,TS Galaxy,2024/25,Premier Soccer League,Tholo Matuludi
First Half,2,24,3ezddqp1eoc8bysmo2191i044,Y. Mbuthuma,13,1,88.4,46.6,0.0,0.0339519940316677,Richards Bay vs SuperSport United - 0:1,2024-12-06,Richards Bay,Miss,SuperSport United,2024/25,Premier Soccer League,Yamela Mbuthuma
First Half,24,55,5l4zhmhetzyufc44zxz3c88pg,T. Gumede,15,1,71.0,39.5,0.0087255239486694,0.0145032377913594,Richards Bay vs SuperSport United - 0:1,2024-12-06,Richards Bay,Saved,SuperSport United,2024/25,Premier Soccer League,Thulani Gumede
First Half,35,10,3di032ppwrkjzckgru1jssp3o,N. Ndaba,15,1,88.5,50.0,0.643311619758606,0.7884,Richards Bay vs SuperSport United - 0:1,2024-12-06,Richards Bay,Saved,SuperSport United,2024/25,Premier Soccer League,Nkosikhona Ndaba
First Half,43,21,5zmfdl75gf4i16vcsowiz1wb9,M. Pule,15,1,89.3,54.6,0.0,0.2416114062070846,Richards Bay vs SuperSport United - 0:1,2024-12-06,SuperSport United,Saved,Richards Bay,2024/25,Premier Soccer League,Vincent Pule
First Half,43,47,3gw6485cfg11i57rcqi8l3u95,S. Ndlovu,15,1,86.9,62.9,0.0,0.0506661385297775,Richards Bay vs SuperSport United - 0:1,2024-12-06,SuperSport United,Saved,Richards Bay,2024/25,Premier Soccer League,Siphesihle Ndlovu
Second Half,46,9,cf46emaa3ktf3zkpopujy89yi,T. Dzvukamanja,13,1,71.8,56.8,0.0,0.0169820468872785,Richards Bay vs SuperSport United - 0:1,2024-12-06,SuperSport United,Miss,Richards Bay,2024/25,Premier Soccer League,Terrence Dzvukamanja
Second Half,47,48,3ezddqp1eoc8bysmo2191i044,Y. Mbuthuma,13,1,65.7,64.8,0.0,0.0161457583308219,Richards Bay vs SuperSport United - 0:1,2024-12-06,Richards Bay,Miss,SuperSport United,2024/25,Premier Soccer League,Yamela Mbuthuma
Second Half,48,29,a7jo3451933dxm5tgywve0qnd,N. Mobbie,13,1,90.3,40.1,0.0,0.0667046457529068,Richards Bay vs SuperSport United - 0:1,2024-12-06,SuperSport United,Miss,Richards Bay,2024/25,Premier Soccer League,Nyiko Mobbie
Second Half,51,59,9sh49wnq4ffjqi66rdnea86qc,G. Moralo,13,1,85.8,45.2,0.0,0.1456526219844818,Richards Bay vs SuperSport United - 0:1,2024-12-06,SuperSport United,Miss,Richards Bay,2024/25,Premier Soccer League,Gape Moralo
Second Half,79,44,3ezddqp1eoc8bysmo2191i044,Y. Mbuthuma,15,1,87.0,56.2,0.0,0.1509713977575302,Richards Bay vs SuperSport United - 0:1,2024-12-06,Richards Bay,Saved,SuperSport United,2024/25,Premier Soccer League,Yamela Mbuthuma
Second Half,84,31,3ezddqp1eoc8bysmo2191i044,Y. Mbuthuma,13,1,77.0,71.5,0.0,0.0115521159023046,Richards Bay vs SuperSport United - 0:1,2024-12-06,Richards Bay,Miss,SuperSport United,2024/25,Premier Soccer League,Yamela Mbuthuma
Second Half,88,13,1h9k2f32a7puhdd6judrpg8np,B. Grobler,16,1,91.9,46.9,0.8458958864212036,0.2181224226951599,Richards Bay vs SuperSport United - 0:1,2024-12-06,SuperSport United,Goal,Richards Bay,2024/25,Premier Soccer League,Bradley Grobler
First Half,5,21,72lkpdcco8w8zayztvn7xv3vu,R. Human,15,1,71.5,37.2,0.0316292010247707,0.0117413131520152,TS Galaxy vs AmaZulu FC - 1:0,2024-12-07,AmaZulu FC,Saved,TS Galaxy,2024/25,Premier Soccer League,Rowan Human
First Half,7,4,1cnn7nht6l3iobu4aag45oudx,L. Mbatha,13,1,75.6,36.2,0.0,0.0516723170876503,TS Galaxy vs AmaZulu FC - 1:0,2024-12-07,TS Galaxy,Miss,AmaZulu FC,2024/25,Premier Soccer League,Lindokuhle Mbatha
